date;airPressure_7h;airPressure_14h;airPressure_19h;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;hum_7h;hum_14h;hum_19h;windDir_7h;windBeauf_7h;windDir_14h;windBeauf_14h;windDir_19h;windBeauf_19h;precip;precipType
01.07.2022;988.2;988.5;992.5;8;3;9;24.8;29.3;18.5;58;47;79;W;4;W;3;W;6;2.5;rain
02.07.2022;1000.3;998.8;996.3;1;1;0;17.7;24.8;23.7;68;40;46;NW;3;N;3;N;2;0;
03.07.2022;995.8;993.8;992.2;2;1;1;20;29.1;27;67;42;47;NE;2;NW;2;N;2;0;
04.07.2022;993.2;992.8;991.6;9;4;9;23;30.3;25.2;69;37;59;SE;1;NW;2;W;3;0.6;rain
05.07.2022;992.3;993.2;993.6;10;10;5;20.1;21.7;21.6;79;74;68;W;4;NW;3;N;3;traces;rain
06.07.2022;994.7;994.9;994.6;2;7;1;23;25.3;22.4;58;45;55;W;2;NW;3;NW;2;0.7;rain and hail
07.07.2022;994.4;994.6;994.7;9;9;9;19.9;18.6;17.5;62;58;68;NE;1;W;4;W;4;0;
08.07.2022;;1000.4;1000.4;9;9;3;16.7;18.2;17.7;74;64;61;NW;4;W;5;W;4;traces;rain
09.07.2022;1000.1;996.5;995.9;5;6;9;18.4;25.4;18.7;59;36;71;NW;3;NW;3;NW;3;4.3;rain
10.07.2022;994;993.7;995;9;5;7;16.8;19.7;17.9;76;46;45;NW;3;NW;4;NW;4;0.5;rain
11.07.2022;996.2;995.4;995.6;9;9;6;16.5;22.8;20.3;64;35;55;W;3;NW;2;W;2;0;
12.07.2022;997.4;997.4;997.1;3;8;2;19.8;22.5;22.8;47;38;35;NW;3;N;2;NW;3;0;
13.07.2022;997.3;995.6;994.4;4;5;5;19;29.8;27.2;58;24;35;W;3;NW;3;W;3;0;
14.07.2022;994;990.7;987.4;9;2;4;22.3;34.1;29.5;54;21;31;E;1;W;3;W;2;6.2;rain
15.07.2022;993.7;994;993.9;2;8;8;19;25.1;22.5;70;34;40;NW;4;NW;3;N;2;0;
16.07.2022;995;993.9;995.5;2;7;7;19.6;26.3;23.9;52;38;35;;0;NW;3;NW;2;0;
17.07.2022;1001.4;1000.6;999.4;0;3;7;20.2;25.3;23.5;48;28;40;N;2;N;2;NW;1;0;
18.07.2022;1001.5;999.3;997.8;8;5;7;17.8;28.5;25.6;56;20;32;E;1;NE;2;N;1;0;
19.07.2022;998.3;996.6;995;1;1;1;22.9;31.8;28.1;47;23;31;S;1;E;2;NE;1;0;
20.07.2022;996.3;994.1;992.9;0;3;4;23.3;35;;51;20;25;E;1;SE;3;SE;3;0;
21.07.2022;994.1;992.9;992.1;6;4;5;26.2;34.1;30.4;50;32;43;SW;1;W;2;W;3;traces;rain
22.07.2022;995;992.4;990.5;1;0;1;25.2;;31;57;32;39;NW;2;NE;1;NE;1;0;
23.07.2022;991.4;990.5;990.8;7;10;6;27.4;31.4;29.1;51;39;42;W;2;W;4;W;3;0;
24.07.2022;995.7;;992.7;8;3;1;22.8;30.7;28;62;29;33;NW;3;NW;2;N;2;0;
25.07.2022;992.2;987.7;984.8;1;0;1;22.1;34.1;31.5;57;29;39;NE;1;SE;3;SE;3;2.3;rain
26.07.2022;988.4;990;989.7;10;10;3;19.8;20.6;;88;82;91;W;4;N;3;W;1;3;rain
27.07.2022;990.3;990.2;990.1;1;10;9;20.4;22.6;22.7;83;61;64;NE;2;W;2;NW;1;0.1;rain
28.07.2022;;991.4;990;1;1;1;18.5;28.6;26.4;67;33;40;N;2;E;2;E;2;0;
29.07.2022;991.2;990.3;989.5;4;8;8;22.2;27;21.3;60;50;90;E;1;N;2;NE;2;3.5;rain
30.07.2022;990.6;989.3;989.9;10;9;4;18.3;23.1;20.7;91;67;70;W;3;W;3;W;3;2.2;rain
31.07.2022;991.7;990.3;990.1;6;6;7;19.1;26.7;23.8;66;38;52;NW;4;NW;4;W;3;0;
01.08.2022;990.1;990.2;990.4;9;8;1;22.5;25.5;25.3;62;48;54;NW;1;W;3;W;3;0.1;rain
02.08.2022;994;993.5;993;6;2;4;22.4;28.7;26.1;63;42;48;NW;2;N;2;NW;2;0;
03.08.2022;994.5;993.2;992.2;1;1;1;21.7;31.9;27.3;66;27;39;;0;E;2;NE;1;0;
04.08.2022;;991.5;990.3;0;0;0;21;33.3;29.4;63;25;28;NE;1;E;3;SE;3;0;
05.08.2022;;988.5;988;0;1;8;24.1;34.4;30.9;51;32;42;SE;2;NE;2;NW;2;0;
06.08.2022;994.5;997.2;997.8;9;10;9;23.1;22.3;20.5;74;64;64;NW;4;N;3;N;3;0.8;rain
07.08.2022;997.9;995.9;995.2;9;9;10;17.7;24.6;21.9;61;44;54;NW;3;N;3;N;2;0.2;rain
08.08.2022;997;998.1;997.4;9;9;8;18.5;18.4;19.4;58;83;68;NW;2;SW;2;W;2;2.5;rain
09.08.2022;998.9;998;998.4;1;1;1;18.7;28;24.4;57;30;35;NW;3;N;3;N;3;0;
10.08.2022;1000.2;998.5;997.8;4;6;1;19.8;27;24.6;55;31;35;N;2;N;3;NE;3;0;
11.08.2022;997.9;995.5;994.4;1;7;4;19.4;27;23.3;52;26;35;N;1;NE;1;N;2;0;
12.08.2022;995.1;993.4;991.9;4;3;5;18;27.3;23.5;61;29;38;N;1;E;2;NW;2;0;
13.08.2022;990.8;989;988.1;8;10;8;20.2;27.4;24.3;59;42;55;NW;2;N;3;N;3;traces;rain
14.08.2022;986.8;985.4;983.3;9;8;4;21.3;25.5;23.7;74;56;62;NW;2;NW;2;NW;1;0;
15.08.2022;982.4;981.5;981.5;4;4;8;20.5;31.4;26.1;73;34;49;NE;2;W;3;W;2;0;
16.08.2022;985.1;985.7;985.7;5;1;2;23.5;30.7;27.3;51;34;42;W;4;NW;2;W;2;0;
17.08.2022;987.2;986.1;985.8;0;1;6;22.7;33.8;28.3;63;24;38;W;1;E;2;N;1;0;
18.08.2022;986.5;984.8;984.5;8;2;9;24.2;34.8;26.9;55;30;46;SW;1;E;3;W;2;traces;rain
19.08.2022;986.9;986.8;985.6;9;9;9;23;28.2;25.3;69;52;57;W;4;SE;3;E;2;1.4;rain
20.08.2022;988;988.5;988.9;7;10;10;21.3;22.1;20.6;68;65;68;W;2;W;4;NW;3;0;
21.08.2022;988.5;988.7;988.5;9;10;10;18.6;19;20.3;78;82;67;NW;4;NW;3;NW;3;17.4;rain
22.08.2022;987.8;988.8;989.4;10;9;10;14.9;16.8;16.2;92;86;88;NW;4;NW;4;NW;3;10.3;rain
23.08.2022;990;991.8;992.7;10;8;6;15.6;20.5;17.9;94;72;85;W;3;W;4;W;3;0.6;rain
24.08.2022;994;993.8;993.5;9;4;8;19.6;25.8;23.4;81;55;68;NW;3;N;3;NW;2;traces;rain
25.08.2022;992.6;991.3;990.1;10;4;3;21.5;27.9;24.4;84;51;66;N;1;E;2;E;2;0;
26.08.2022;989.2;986.9;985.7;3;3;6;20.6;30.3;27.1;82;44;54;;0;E;1;SE;1;0;
27.08.2022;987.9;987.2;987.9;8;6;9;21.9;28.6;24.4;72;50;69;W;2;NW;2;NW;2;7.4;rain
28.08.2022;989;990.3;991.4;9;9;9;19.3;24;19.7;91;66;89;W;1;NW;3;NW;2;1.2;rain
29.08.2022;994.5;994.1;993.6;9;4;1;19.1;26;21.8;76;43;61;NW;3;NW;3;NW;2;0;
30.08.2022;995.8;994.5;993.6;1;1;2;19;26.7;21.5;75;38;59;NW;1;N;2;N;2;0;
31.08.2022;993.8;993.4;994.3;9;9;10;18.5;23.5;18.2;70;49;76;NE;2;N;3;NW;3;0.2;rain
01.09.2022;993.6;;994.4;5;6;4;17;22.7;19;65;35;43;N;3;N;3;N;3;0;
02.09.2022;994.1;992.5;;1;3;5;14.1;22.3;18.9;65;38;48;NW;2;E;1;NE;2;0;
03.09.2022;991.8;990.7;990.6;1;9;6;13.1;25.1;22.2;76;44;53;NE;2;E;3;SE;3;3;rain
04.09.2022;994.8;996.7;997.9;9;9;9;16.8;21.7;20.6;94;71;71;NW;2;NE;1;E;2;0.4;rain
05.09.2022;1000;998.2;997.1;1;8;6;;24.2;22.4;92;53;57;NE;1;E;2;E;2;0;
06.09.2022;995.7;994.1;993.8;0;9;9;16.9;25.2;21.8;79;54;62;NE;2;NE;2;E;2;0;
07.09.2022;992.8;991.1;990.2;1;5;9;17.1;27.5;24.2;85;49;60;S;1;E;2;S;2;0;
08.09.2022;985.6;986.9;988.9;7;10;9;18.4;20.6;17.9;84;80;74;E;2;W;4;W;2;2.3;rain
09.09.2022;991;989.9;990.4;4;9;10;14.5;22.8;16.2;89;50;91;W;1;E;2;W;3;4.1;rain
10.09.2022;989.6;989.6;990.2;3;6;8;15.9;20.6;16.5;79;57;67;W;4;W;4;W;4;0.1;rain
11.09.2022;990;990.1;991.5;9;7;9;16.2;18.4;15.9;77;69;90;W;3;W;4;NW;3;6.2;rain
12.09.2022;992.4;991.6;991.6;5;5;7;15.8;22.2;17.5;74;50;68;NW;3;NW;2;N;2;0;
13.09.2022;990.1;987.7;986.1;5;5;9;12.3;23.2;21;92;50;53;;0;E;1;S;2;0.2;rain
14.09.2022;983.6;981.6;980;10;9;8;16.1;22.9;21.8;92;59;74;W;1;S;2;W;2;28.7;rain
15.09.2022;980.8;980.1;981.1;8;10;8;;18.6;17.2;77;89;88;W;3;W;3;W;2;3.8;rain
16.09.2022;984.4;983.4;983.4;6;9;10;14.8;18.3;15.1;79;66;78;NW;2;W;3;NW;2;0.3;rain
17.09.2022;983.9;983.5;983.9;9;10;9;12.3;12.7;10.3;80;66;87;W;3;W;3;W;3;0.4;rain
18.09.2022;986.1;987.8;987.8;7;9;9;10.5;;11.5;65;84;80;W;4;NW;3;W;3;7.9;rain
19.09.2022;988.1;990;991.6;9;9;9;9.3;12.5;11.5;83;79;76;W;3;W;4;W;3;4.3;rain
20.09.2022;993.6;994.1;996;9;9;6;10.6;12.2;10;78;85;80;NW;3;W;2;W;3;3.6;rain
21.09.2022;999.2;999;999.2;4;4;6;9.7;16;12.7;75;54;64;NW;4;NW;3;NW;3;traces;rain
22.09.2022;998.4;997.3;997.6;2;6;1;10.1;15.9;10.4;77;52;68;NW;2;NW;2;NW;2;traces;rain
23.09.2022;996.9;994.7;993;1;1;5;6.1;16.6;11.1;95;43;70;W;1;E;2;E;2;0;
24.09.2022;991;989.7;989.1;7;9;6;7.6;16.8;14;85;59;76;;0;E;2;NE;1;0;
25.09.2022;988.9;987.2;986.2;9;9;9;11;14.9;13.5;92;76;87;W;1;E;2;E;1;0.7;rain
26.09.2022;983.4;982.5;981.1;9;6;9;12.9;18.2;;92;56;73;W;2;W;3;W;2;0.1;rain
27.09.2022;975.2;975.7;977.6;10;10;10;11.8;14;12.2;93;73;62;;0;W;3;W;4;3.1;rain
28.09.2022;976.9;974.1;975.8;5;8;8;10.4;17.9;14.6;75;55;63;S;1;S;3;W;2;0.2;rain
29.09.2022;978.8;979.2;980.2;10;7;9;9.9;15.7;12.7;85;57;71;W;2;E;2;SE;2;2.8;rain
30.09.2022;984.1;988.1;989.2;10;6;10;10.7;15.7;;96;68;76;NW;1;NW;2;SE;1;0.2;rain
01.10.2022;990;987.2;987.9;9;10;6;13;17.3;14;85;62;72;W;1;W;2;W;4;traces;rain
02.10.2022;993.5;;992.2;5;10;10;13.5;14.4;13;69;79;87;W;4;W;4;W;4;1.5;rain
03.10.2022;995.7;996.3;997.6;5;3;3;12.5;16.3;12.6;72;51;70;NW;4;NW;4;NW;4;traces;rain
04.10.2022;997.3;998.4;999.5;9;7;0;11.8;17.5;11.3;74;55;77;W;3;NW;2;NW;2;0;
05.10.2022;1000.3;999.1;999.2;3;10;8;6.7;19;15.4;95;59;75;NE;1;SE;2;SE;2;0;
06.10.2022;1002.7;1003.8;1005;3;7;8;9.4;23.1;16.6;97;52;78;NE;1;W;2;NW;2;0;
07.10.2022;1003.3;999.1;997.3;10;3;1;11.9;21.2;;98;58;72;NE;1;SE;3;SE;2;0;
08.10.2022;995.8;994.8;995.6;9;9;3;13.2;19.7;14.8;93;66;84;SW;1;E;1;NW;1;0;
09.10.2022;1001.4;1000.7;999.7;4;9;5;11;16.4;9.7;73;48;75;NW;3;NE;2;E;1;0;
10.10.2022;997.2;995.6;995.5;8;9;3;10.1;17;13.5;73;60;75;SE;3;SE;3;S;2;1;rain
11.10.2022;997.7;998.7;999.5;6;3;9;10.7;18.8;15.3;97;52;79;NW;1;N;2;NW;2;0.1;rain
12.10.2022;;999.5;999.3;7;9;9;10.4;16.9;;79;55;77;N;1;NE;2;NE;1;0;
13.10.2022;998.4;996.7;995.6;10;9;1;11.4;13.9;10.6;84;75;92;NE;1;E;1;NW;1;0.4;rain
14.10.2022;994.6;993.3;992.4;10;9;7;11.1;16.2;12.8;94;79;93;W;1;SE;1;E;1;2.5;rain
15.10.2022;988.7;990.1;992.4;10;10;10;12.1;14.1;14.1;95;95;96;SW;1;S;2;S;2;3.3;rain
16.10.2022;995.8;997.6;999;10;7;1;11.3;18.4;15.1;99;74;87;SE;1;SW;2;SE;2;0;
17.10.2022;;1002.7;1003.3;1;5;4;;22.3;18;100;54;58;NE;2;SE;4;S;3;0;
18.10.2022;1002.6;1000.6;999.6;1;1;3;9.4;19.3;14.8;93;61;82;N;1;E;1;W;1;0;
19.10.2022;1000.3;999.1;1001.3;3;1;7;13;18.2;11.5;84;59;61;NW;2;NW;3;N;3;0;
20.10.2022;1001.3;998.1;996.3;2;6;5;4.8;14.6;11.9;92;57;72;N;1;SE;3;SE;3;0;
21.10.2022;994.3;991.5;992.7;8;10;9;7.6;12.2;10.6;78;61;67;SE;2;SE;3;E;2;0;
22.10.2022;990.8;992.4;994.3;8;10;1;9.2;14.4;14.5;75;87;79;SW;2;NW;1;W;4;1.6;rain
23.10.2022;996.5;994.4;993.7;10;9;10;9.1;12.8;12.2;99;85;96;NE;1;E;2;SE;1;traces;rain
24.10.2022;993.7;991.9;992.9;7;9;10;11.3;17.8;15.5;96;75;92;NE;2;SE;1;W;2;5.4;rain
25.10.2022;993.8;994.9;995.7;8;1;0;13.4;19.8;13.3;83;53;80;NW;3;W;3;W;2;0;
26.10.2022;995.9;997.4;999.3;5;10;10;8.2;12.7;12.5;98;91;95;;0;NE;2;SW;1;0.2;rain
27.10.2022;1002.9;1003.5;1003.6;8;7;3;8.4;17.5;12.1;100;74;96;NE;1;E;2;SE;1;0.1;rain
28.10.2022;1003.3;1003;1002.9;10;10;10;10.9;12.5;11.9;98;91;97;SE;2;SE;2;S;2;traces;rain
29.10.2022;1001.3;1000.4;1000.1;10;10;10;11.9;13.4;12.4;98;90;96;SW;2;SE;1;SE;1;0;
30.10.2022;998.8;997.9;997.8;10;10;10;10.8;12.6;11.7;100;92;98;N;1;E;2;S;1;traces;rain
31.10.2022;997.9;997.6;996.9;10;10;10;10.5;12;11.1;98;94;98;N;1;E;1;SE;2;0.3;rain
01.11.2022;994.8;996.1;997.6;10;9;8;10.7;13.8;10.6;97;79;94;S;2;N;2;NE;1;0.1;rain
02.11.2022;998.5;997.9;999.6;7;5;9;10.1;18.7;14.1;98;55;65;W;1;W;4;NW;3;0;
03.11.2022;997.9;991.6;988.9;9;7;3;8.5;17.2;14.1;87;55;73;SW;1;SE;4;S;3;traces;rain
04.11.2022;982.7;980.3;982.7;9;10;10;11.1;10.6;7.7;90;94;80;SE;1;SW;2;W;5;7.3;rain
05.11.2022;988.7;991.1;994.1;9;10;8;8.7;11.6;10.6;76;69;69;W;3;NW;4;NW;3;traces;rain
06.11.2022;996.3;993.8;992.5;1;1;1;5.2;11.9;6.1;91;55;82;NW;2;N;2;SE;1;0.4;rain
07.11.2022;994.4;994.7;995;10;3;1;8.4;16.2;9.1;91;53;84;W;1;W;3;SW;1;traces;rain
08.11.2022;994.6;993.7;992.9;10;10;8;4.8;7.9;6.7;99;91;96;E;1;S;2;W;1;0;
09.11.2022;992.9;993.2;994;10;10;3;8.8;9.2;7;93;89;95;SE;2;NW;1;NW;1;0.1;rain
10.11.2022;;1002.5;1005.9;10;7;8;7.1;12.5;10.3;93;78;82;SE;1;W;3;W;3;traces;rain
11.11.2022;1008.5;1008.9;1008.9;5;9;9;4.2;12.3;8;98;73;87;E;1;NE;2;W;2;0;
12.11.2022;1007.9;1007.3;1007;5;6;0;4.2;15.8;7.2;96;42;80;W;1;NW;2;N;1;0;
13.11.2022;1005.5;1003.2;1002.5;10;0;0;5.7;11.1;6.5;100;74;94;SE;2;SE;2;SE;2;0;
14.11.2022;999.5;;996.1;10;2;4;6.2;10.7;6.7;98;76;95;S;2;SE;2;S;2;traces;rain
15.11.2022;992.3;988.9;986.7;10;10;10;6.5;;8.4;100;99;94;SE;2;E;2;SE;2;0.5;rain
16.11.2022;980.7;980;979;10;10;10;7.4;8.2;7.6;100;98;95;E;2;N;1;W;2;1.4;rain
17.11.2022;977.2;978.1;977.8;8;10;10;6.5;7.7;6.4;92;86;88;NW;2;NE;2;E;2;0.1;rain
18.11.2022;975.8;975.5;979;10;10;10;5.2;5.5;2;99;97;93;NE;1;N;2;N;2;3.8;rain and snow
19.11.2022;987.4;988.5;989;9;9;10;-1;0.2;0.2;87;77;73;N;2;NE;1;E;2;0.3;rain and snow
20.11.2022;987.6;987.1;986.2;10;6;7;0.1;5.5;3.1;85;74;90;NE;2;S;1;W;2;0.6;rain
21.11.2022;982.9;982.3;981.9;10;5;1;4.2;7.7;3.6;93;69;86;SW;2;W;4;SW;2;0;
22.11.2022;976.7;977.9;979.3;10;10;10;4.2;5.2;4.4;93;84;84;SE;2;E;2;E;2;5;rain
23.11.2022;980.1;979.5;980.5;10;10;8;3.7;;5.7;93;83;82;NW;3;NW;3;NW;3;1.9;rain
24.11.2022;985.5;987.7;990.1;9;10;9;4.3;6.8;7;86;90;87;W;4;NW;2;NW;3;10;rain
25.11.2022;993.9;994.4;995.8;1;1;7;3.2;9.5;5.6;96;72;91;W;2;E;2;NW;1;traces;rain
26.11.2022;1001.4;1003.5;1004.7;9;9;5;7.6;9.7;;78;75;78;W;3;W;3;NW;3;0.8;rain
27.11.2022;1004.7;1002.6;1000.7;6;1;1;4.6;8.1;2.2;88;66;91;W;1;;0;NE;1;0;
28.11.2022;994.7;992.7;993.7;9;9;10;3.8;5.7;3.9;89;79;81;SE;4;SE;4;SE;4;0;
29.11.2022;994.7;995.6;997;10;9;7;2.8;4.9;2.4;86;73;88;SE;3;SE;3;SE;2;0;
30.11.2022;998.5;998.4;998.4;9;10;10;1.5;5.3;4.9;93;71;75;NE;1;NE;1;N;1;traces;rain
01.12.2022;998.9;998.3;;10;9;9;1.2;3.5;1.5;83;76;85;N;1;N;2;N;2;0;
02.12.2022;997.1;996.7;996.9;9;10;10;-0.1;0.4;0.8;86;95;97;N;1;E;2;SE;3;2.3;snow
03.12.2022;996.8;995.8;;10;10;10;2.6;3.8;4.2;90;89;90;SE;3;SE;3;SE;3;traces;rain
04.12.2022;995.2;994.4;994.8;10;10;10;4.6;3.9;3.8;92;87;91;SE;3;SE;3;SE;3;0.1;rain
05.12.2022;993.7;993.9;994.5;10;10;10;4;4.3;3.9;91;97;95;SE;2;SE;2;W;1;3.5;rain
06.12.2022;991.4;991.1;990.3;9;9;9;4.2;5.9;5;81;78;75;W;2;W;3;W;3;1.6;rain
07.12.2022;989.7;989.2;989.9;10;5;9;4.4;6.1;3.8;79;58;71;W;3;W;3;W;3;0;
08.12.2022;987.3;985;984.9;9;9;10;2.3;5;4;81;80;86;NE;1;SE;2;SE;2;0;
09.12.2022;982.3;977.8;975.4;10;10;10;2.8;4.9;4.2;86;94;98;SE;3;SE;2;E;2;6.5;rain
10.12.2022;980;;979.6;10;10;10;2.9;3.6;3.3;85;79;82;NW;2;NW;3;NW;3;1;rain and snow
11.12.2022;980;980.6;982.1;10;3;10;0.3;0.5;-0.6;86;63;81;NW;4;NW;4;NW;3;0.5;snow
12.12.2022;983.3;984.8;986.7;9;10;8;-2;-1.4;-2.3;79;84;80;W;3;W;3;W;3;1.8;snow
13.12.2022;988.3;986.9;987.2;0;1;0;-6.8;-0.4;-3.2;86;63;80;SW;1;E;2;E;2;0;
14.12.2022;982.3;978;977.1;10;10;10;-1.6;-0.2;0.1;81;78;82;SE;3;SE;3;SE;3;1.1;rain and snow
15.12.2022;982.7;985;984.7;10;10;10;0.5;1;0.3;94;86;96;N;1;E;2;E;2;5.7;rain and snow
16.12.2022;978.1;982.7;986.8;10;10;10;1.4;2.1;0.5;98;83;85;E;1;NW;2;NW;3;1.2;rain and snow
17.12.2022;994;999.1;1003;10;9;4;;0.8;-0.7;80;73;76;NW;3;NW;3;NW;4;traces;snow
18.12.2022;1009.2;1010.4;1011.1;0;9;10;-5.1;-2.9;-2.2;87;81;85;NW;1;E;2;E;2;traces;graupel
19.12.2022;1007.8;1007.6;1006.9;9;10;10;-2.1;-0.7;-0.5;85;83;84;SE;4;S;3;SE;3;0.1;"rain; snow; graupel and hail"
20.12.2022;1003.9;1001;999.9;10;10;10;-1.4;-1.2;-0.9;89;94;90;SE;3;S;3;SE;3;traces;snow
21.12.2022;996;994.3;993.5;10;10;10;-0.6;0.1;0.1;92;90;90;S;1;SW;1;S;2;0.4;rain
22.12.2022;990.7;988;987.4;10;9;7;-0.3;1.4;1.3;93;91;95;S;2;SW;2;NW;1;2.1;rain
23.12.2022;984.8;984.8;985;10;9;10;3.7;6.6;;97;88;94;NW;1;E;2;NE;1;3.9;rain
24.12.2022;985.5;990.2;993.5;10;5;5;11.9;12.1;10.3;63;68;71;W;4;W;4;W;3;0.2;rain
25.12.2022;996.5;996.1;994.3;9;5;0;8;11;6.5;82;70;94;S;1;E;2;SE;1;traces;rain
26.12.2022;994.7;993.9;994.3;10;10;7;4.8;7.9;7.1;100;86;94;W;1;S;1;NE;1;traces;rain
27.12.2022;999.4;1002.9;1004.3;6;1;7;8.7;7.5;3.5;66;51;73;W;4;W;4;W;2;0;
28.12.2022;1000.3;997.8;996;4;7;2;-0.7;4.9;2.2;87;68;83;W;2;SE;1;E;1;0;
29.12.2022;993.8;992.6;992.7;3;10;8;-0.5;2.2;2;93;88;90;SE;1;S;2;W;2;0;
30.12.2022;994;995.2;994.9;10;1;10;1.5;4.8;1.8;96;83;99;NE;1;SE;1;SE;2;0.1;rain
31.12.2022;997.1;997.6;998;10;9;3;3.5;7.7;6.5;91;81;91;SW;2;SW;2;SW;2;0.3;rain
